tracking_id,sender,recipient,origin_province,destination_province,distance_km,weight_kg,package_quantity,ship_type,day_of_week,month,delayed,delivery_days
ENV-0032,Bautista Bautista Guzman,Juan Ignacio Paez,Catamarca,Cordoba,287,29.95,8,1,0,10,1,8
ENV-0033,Clara Martina Rodriguez,Dr(a). Lucas Benjamin Diaz,CABA,Santa Cruz,2040,21.25,19,1,2,4,1,19
ENV-0034,Emma Camila Carrizo Garcia,Alexander Santiago Nicolas Gonzalez Rios,Entre Rios,Formosa,721,6.98,10,1,2,2,1,9
ENV-0035,Sr(a). Bautista Diaz,Valentino Lautaro Rodriguez Martinez,Catamarca,San Juan,74,25.54,5,1,0,4,1,4
ENV-0036,Mateo Zoe Jazmin Quiroga Cabrera,Sr(a). Valentina  Castro,Neuquen,San Juan,97,30.78,17,0,5,9,0,1
ENV-0037,Luisana Fernandez Gomez,Maria Emilia Fernandez Garcia,Santiago del Estero,Chaco,54,13.59,4,0,2,5,0,1
ENV-0038,Lucio Sofia Godoy,Juan Bautista Valentina Bustos Rodriguez,Tierra del Fuego,La Pampa,2422,34.53,9,1,2,1,1,20
ENV-0039,Milena Gonzalez,Milo Luca Perez Villalba,Formosa,CABA,1070,17.01,5,1,1,12,1,18
ENV-0040,Dr(a). Lucas Gomez,Manuel Miguel Angel Nuñez,Misiones,San Juan,72,6.04,5,0,6,6,0,1
ENV-0041,Pedro Martina Torres,Tiziano Valentin Diaz Martinez,Chubut,Misiones,102,2.57,12,0,2,4,0,1
ENV-0042,Benicio Castro Hernandez,Sr(a). Gabriel Martinez,Santiago del Estero,Chaco,110,39.12,14,0,1,3,0,1
ENV-0043,Candelaria Nina Lucero,Joaquin Blanco Vargas,Cordoba,Misiones,476,9.38,11,1,6,11,0,7
ENV-0044,Benjamin Ezequiel Guzman,Thiago Benjamin Maia Gomez,Entre Rios,Formosa,660,39.48,4,1,6,1,0,7
ENV-0045,Alma Mia Diaz Maldonado,Lautaro Paz,Entre Rios,Corrientes,587,17.81,8,0,0,11,0,2
ENV-0046,Delfina Milagros Ruiz,Santino Ezequiel Nahiara Garcia Moreno,La Pampa,Formosa,537,48.36,9,1,5,9,1,11
ENV-0047,Agostina Farias,Luisana Juan Ignacio Valdez Lopez,Buenos Aires,Chaco,936,9.34,9,0,0,10,0,2
ENV-0048,Martina Matias Romero Caceres,Sofía Gutierrez,Tucuman,La Pampa,731,30.51,17,0,3,10,0,2
ENV-0049,Tiziano Valentin Lopez,Paloma Gonzalez Blanco,CABA,Tierra del Fuego,3031,0.58,18,0,2,7,1,6
ENV-0050,Sr(a). Guadalupe Rodriguez,Julian Antonella Gomez Mendoza,Santa Cruz,La Pampa,1501,36.13,10,1,5,7,1,22
ENV-0051,Dr(a). Vicente Romero,Lautaro Benjamin Santiago Dominguez Alvarez,Jujuy,San Juan,402,10.0,13,0,4,10,0,2
ENV-0052,Mora Julieta Molina,Julieta Diaz Caceres,San Juan,Buenos Aires,1047,14.7,14,1,3,8,1,14
ENV-0053,Dr(a). Valentin Benitez,Bianca Geronimo Campos,Salta,Rio Negro,213,33.11,10,1,0,4,1,6
ENV-0054,Milagros Emilia Dominguez,Dr(a). Catalina Moyano,Corrientes,Chubut,326,2.79,16,0,3,7,0,1
ENV-0055,Felicitas Francisco Diaz,Isabella Velazquez Cabrera,San Luis,Corrientes,218,24.97,8,0,5,12,1,2
ENV-0056,Facundo Cruz Silva,Morena Martinez,Misiones,Entre Rios,765,40.3,17,1,0,9,1,9
ENV-0057,Uma Guzman Cruz,Delfina Cordoba,Neuquen,Chubut,288,33.55,18,1,6,8,1,8
ENV-0058,Dr(a). Isabella Martinez,Facundo Figueroa Carrizo,Salta,Misiones,260,22.57,6,1,3,5,0,5
ENV-0059,Dr(a). Maria Guadalupe Paez,Dr(a). Ludmila Molina,Santa Fe,Formosa,703,24.49,8,1,3,2,0,7
ENV-0060,Maria Emilia Agustin Perez,Giuliana Victoria Ramos,Entre Rios,Formosa,705,16.33,18,0,1,3,0,2
ENV-0061,Lucía Perez,Luz Milagros Martinez Romero,Tierra del Fuego,Chubut,1574,3.68,14,1,4,8,1,18
ENV-0062,Sr(a). Valentino Martinez,Lucia Bautista Ramirez,Misiones,Mendoza,269,47.33,1,1,3,1,0,5
ENV-0063,Dr(a). Ciro Diaz,Francesca Vazquez,Jujuy,Mendoza,527,27.14,18,0,3,4,0,2
ENV-0064,Jazmín Vazquez Alvarez,Thiago Joaquin Garcia Alvarez,Rio Negro,Buenos Aires,1169,17.14,13,0,6,8,0,2
ENV-0065,Mateo Benjamin Ponce,Sr(a). Pilar Perez,Santa Cruz,San Juan,926,45.39,19,0,0,11,0,2
ENV-0066,Martina Romero,Lisandro Mansilla,Neuquen,Cordoba,382,13.38,11,0,3,6,0,1
ENV-0067,Lautaro Gabriel Mateo Benjamin Barrios,Sr(a). Catalina Flores,Mendoza,Formosa,127,12.99,3,1,0,12,1,5
ENV-0068,Joaquin Perez,Delfina Juan Cruz Coronel Alvarez,Entre Rios,Santa Fe,50,39.17,2,0,1,4,0,1
ENV-0069,Valentina Rodriguez,Lautaro Ezequiel Rodriguez Moyano,Santa Cruz,Chubut,681,6.75,4,0,3,12,0,2
ENV-0070,Lara Fausto Ferreyra,Maria Guadalupe Diaz Gonzalez,La Rioja,Cordoba,475,30.56,4,0,2,2,0,2
ENV-0071,Emma Agustin Gomez,Valentin Valentina Torres,Jujuy,San Luis,766,20.13,7,0,4,12,0,2
ENV-0072,Sr(a). Santiago Benjamin Lopez,Santino Benjamin Sanchez Peralta,Entre Rios,Chaco,547,42.59,20,0,6,10,0,2
ENV-0073,Camila Vera,Mia Rivero Martinez,La Rioja,San Juan,129,33.25,3,1,0,7,0,3
ENV-0074,Mia Jazmin Juan Martin Gomez Velazquez,Lautaro Flores Torres,Chaco,Misiones,262,31.96,15,0,3,3,0,1
ENV-0075,Dr(a). Benjamin Flores,Santino Campos,Santa Fe,Formosa,727,40.51,18,1,3,7,0,7
ENV-0076,Lucia Benitez,Dr(a). Mora Ayala,San Luis,Formosa,352,42.66,3,1,3,4,0,5
ENV-0077,Valentin Paz,Dr(a). Juan Cruz Martinez,San Luis,Santa Cruz,1317,17.15,16,1,1,8,1,15
ENV-0078,Victoria Acosta Cardozo,Dr(a). Alma Aguirre,La Pampa,Formosa,672,35.21,9,0,4,4,1,4
ENV-0079,Joaquin Delfina Figueroa Romero,Dr(a). Lautaro Benjamin Gutierrez,Rio Negro,San Juan,81,34.69,16,1,6,1,1,4
ENV-0080,Catalina Joaquín Suarez,Helena Mia Valentina Aguirre,Mendoza,Tierra del Fuego,1932,15.66,19,1,3,9,1,20
ENV-0081,Catalina Diaz Ledesma,Vicente Guadalupe Castro Romero,Tucuman,San Juan,154,17.91,15,1,2,5,1,8
ENV-0082,Dr(a). Lautaro Acosta,Valentina Juan Ignacio Lopez Gomez,Corrientes,La Pampa,400,37.27,6,0,1,12,0,1
ENV-0083,Sr(a). Santiago Ponce,Lisandro Maria Belen Pereyra Garcia,Tucuman,San Luis,504,30.04,4,0,2,4,0,2
ENV-0084,Zoe Jazmin Garcia Sosa,Benjamin Mateo Benjamin Perez Bravo,Jujuy,Buenos Aires,1556,6.77,2,0,4,5,0,3
ENV-0085,Dr(a). Genaro Fernandez,Santino Gonzalez,Chubut,Santa Fe,945,5.58,1,1,3,8,1,14
ENV-0086,Valentin Simon Lopez Rodriguez,Juan Ignacio Rodriguez,CABA,Formosa,1192,6.15,3,1,3,2,0,10
ENV-0087,Bautista Morales,Felipe Correa Duarte,Santiago del Estero,CABA,1008,7.89,19,1,0,4,1,16
ENV-0088,Priscila Gomez Coronel,Sr(a). Octavio Alvarez,Santa Cruz,Santa Cruz,178,11.67,17,1,3,8,1,8
ENV-0089,Juana Nuñez,Julieta Rios,Misiones,Jujuy,365,31.24,20,0,6,4,0,1
ENV-0090,Sr(a). Abigail Diaz,Thiago Benjamin Catalina Martinez,Formosa,Santiago del Estero,50,8.27,6,0,1,1,0,1
ENV-0091,Sr(a). Mateo Ramirez,Dr(a). Juana Martinez,Tierra del Fuego,Santa Cruz,940,14.92,8,1,5,5,0,10
ENV-0092,Federico Facundo Castillo Blanco,Sr(a). Pedro Molina,Neuquen,Catamarca,79,46.23,19,0,3,2,0,1
ENV-0093,Luz Maria Ezequiel Rodriguez,Sol Mia Paz,Santa Fe,Chubut,888,41.42,3,0,1,5,0,2
ENV-0094,Simon Valentin Sanchez Ruiz,Guillermina Morena Rodriguez Gonzalez,San Luis,Jujuy,782,6.66,10,1,2,9,0,7
ENV-0095,Abril Juarez,Catalina Soto Miranda,Neuquen,Catamarca,173,2.47,14,1,4,5,1,6
ENV-0096,Sr(a). Angel Gabriel Carrizo,Dante Paulina Lopez Gutierrez,Santiago del Estero,San Luis,320,47.56,9,0,6,3,0,1
ENV-0097,Santino Gabriel Lopez,Dr(a). Juan Manuel Aguirre,Santa Fe,Neuquen,641,9.48,19,1,5,8,0,7
ENV-0098,Valentin Ramirez Sanchez,Jazmín Romero Ledesma,Rio Negro,La Rioja,124,17.0,4,0,2,7,0,1
ENV-0099,Antonella Camila Coronel Gonzalez,Josefina Sanchez Valdez,Jujuy,Santiago del Estero,522,40.77,18,0,3,2,0,2
ENV-0100,Santino Ezequiel Paz,Milagros Molina Ramirez,La Pampa,Chaco,473,43.31,1,1,3,1,1,11
ENV-0101,Maximo Julian Aguirre,Alejo Diaz,Santa Cruz,Rio Negro,980,22.38,2,0,2,9,0,2
ENV-0102,Sr(a). Dylan Benitez,Juan Ignacio Valdez,Jujuy,Neuquen,444,6.51,20,0,5,3,0,2
ENV-0103,Sr(a). Paloma Sanchez,Nicolas Gomez Toledo,Buenos Aires,San Juan,1074,5.11,4,1,0,11,1,16
ENV-0104,Malena Gomez Miranda,Paula Garcia,Tierra del Fuego,Jujuy,1500,35.42,14,1,3,4,1,14
ENV-0105,Renata Jazmin Herrera Medina,Olivia Mateo Valentin Gimenez,Mendoza,Corrientes,173,25.66,5,0,2,7,0,1
ENV-0106,Santino Ezequiel Victoria Caceres,Alma Caceres,Salta,Formosa,220,14.5,10,1,6,3,0,5
ENV-0107,Tobias Emilia Garcia Nuñez,Santino Ezequiel Acosta,Rio Negro,La Rioja,105,27.82,18,1,3,6,0,3
ENV-0108,Lautaro Molina,Dr(a). Facundo Sanchez,Tierra del Fuego,Entre Rios,2616,19.46,14,0,2,12,0,4
ENV-0109,Lautaro Gabriel Emma Alvarez,Martina Villalba,Mendoza,Mendoza,58,25.02,2,0,4,10,0,1
ENV-0110,Francesca Dominguez,Guillermina Martina Gimenez,Chaco,Neuquen,95,26.53,15,0,5,3,0,1
ENV-0111,Dr(a). Tiziana Hernandez,Santino Bustos,Santa Fe,Chubut,839,23.74,9,1,4,12,1,13
ENV-0112,Joaquín Ramirez Ferreyra,Bautista Sofia Belen Perez,La Pampa,Santiago del Estero,556,19.31,11,1,6,9,1,9
ENV-0113,Dr(a). Lara Roldan,Dr(a). Benjamin Alejandro Morales,Entre Rios,Santa Fe,93,49.87,3,1,0,11,1,4
ENV-0114,Luna Gonzalez,Francisco Castillo Garcia,Neuquen,Cordoba,446,45.22,2,1,6,1,1,11
ENV-0115,Thiago Valentin Lorenzo Gomez,Simon Ledesma Barrios,Misiones,Chubut,132,26.79,19,0,1,3,1,3
ENV-0116,Juan Cruz Rodriguez Sosa,Felipe Pereyra,Santa Cruz,Santiago del Estero,1031,25.13,19,0,1,8,0,2
ENV-0117,Sr(a). Mateo Rodriguez,Ana Paula Martinez,Neuquen,Formosa,50,45.0,15,1,5,9,1,5
ENV-0118,Sr(a). Francisco Godoy,Valentina Gonzalez,La Rioja,San Luis,296,32.13,14,1,3,5,1,7
ENV-0119,Santino Nicolas Peralta,Bautista Rosario Olivera,Rio Negro,Chaco,180,19.38,12,1,5,5,1,8
ENV-0120,Luca Pedro Martinez Farias,Angel Gabriel Elena Gomez,Mendoza,Formosa,50,28.51,2,1,6,5,0,3
ENV-0121,Franco Silva,Benjamin Milena Ruiz Gonzalez,Entre Rios,Santa Cruz,1660,11.34,7,1,5,12,1,22
ENV-0122,Thiago Emanuel Villalba Miranda,Octavio Francisco Figueroa Diaz,Chubut,Santa Fe,844,45.22,2,1,6,8,1,15
ENV-0123,Julian Agostina Muñoz,Lucía Alvaro Moreno,Tucuman,Chubut,93,45.53,11,1,1,4,1,6
ENV-0124,Francesco Martina Torres Fernandez,Juan Cruz Renata Diaz Caceres,La Rioja,Salta,398,45.72,6,1,6,8,0,5
ENV-0125,Julia Ian Ezequiel Rivero Perez,Nahiara Garcia,Jujuy,Tucuman,306,40.31,15,0,1,4,0,1
ENV-0126,Luciana Valentin Rodriguez Navarro,Candela Lisandro Chavez,Tucuman,Santiago del Estero,221,48.38,18,1,0,7,1,8
ENV-0127,Dr(a). Catalina Ruiz,Mateo Benjamin Facundo Carrizo Carrizo,Chaco,Neuquen,164,33.81,9,1,6,11,0,5
ENV-0128,Dr(a). Gael Acuña,Amparo Herrera Rios,Chaco,Santiago del Estero,79,23.84,20,1,4,4,1,6
ENV-0129,Dr(a). Uma  Diaz,Juan Manuel Medina Quiroga,Neuquen,Tierra del Fuego,1847,32.64,4,0,0,1,0,3
ENV-0130,Juan Ignacio Gonzalez,Julieta Aguirre Gomez,Rio Negro,Chaco,144,12.12,18,0,3,8,0,1
ENV-0131,Sr(a). Francesca Torres,Dr(a). Salvador Ojeda,Tucuman,Tierra del Fuego,1808,21.25,5,1,5,2,0,14
ENV-0132,Ambar Miranda,Dr(a). Luisana Garcia,Santa Cruz,Misiones,841,2.12,12,0,3,8,0,2
ENV-0133,Delfina Tomàs Martinez Torres,Manuel Maria Belen Sosa Ruiz,La Rioja,Chaco,114,27.45,12,0,3,5,0,1
ENV-0134,León Santino Agustin Paz,Antonella Moreno Luna,Chaco,Neuquen,93,33.31,20,0,0,6,0,1
ENV-0135,Isabella Romero Olivera,Sr(a). Bautista Coronel,Chubut,San Luis,572,3.9,18,0,4,4,0,2
ENV-0136,Maria Victoria Zoe Valentina Martinez,Francesco Mia Garcia,Entre Rios,La Pampa,57,39.54,20,0,2,3,0,1
ENV-0137,Charo Juan Pablo Figueroa,Antonella Gonzalez Gonzalez,San Juan,Formosa,64,5.94,1,0,0,6,0,1
ENV-0138,Salvador Benjamin Perez,Thiago Nicolas Bruno Villalba,Entre Rios,San Luis,352,1.28,9,0,1,12,0,1
ENV-0139,Tomàs Sosa,Sr(a). Facundo Diaz,Chaco,Tucuman,186,24.07,12,0,3,9,0,1
ENV-0140,Sr(a). Ian Benjamin Bustos,Dr(a). Malena Soto,Santa Cruz,CABA,2153,15.43,1,0,3,7,0,3
ENV-0141,Mateo Joaquin Farias Flores,Morena Bustos Rodriguez,Chaco,Rio Negro,233,4.14,3,1,4,3,1,7
ENV-0142,Juan Cruz Fernandez Fernandez,Dr(a). Olivia Luna,Santa Cruz,Santa Fe,1669,27.64,11,1,4,9,1,21
ENV-0143,Facundo Sofía Gomez Quiroga,Sr(a). Pedro Paez,Santa Cruz,Misiones,795,39.76,4,0,3,8,0,2
ENV-0144,Alma Acosta,Sebastian Sanchez,Misiones,La Pampa,736,20.24,4,1,3,6,0,7
ENV-0145,Vicente Thiago Fernandez Blanco,Catalina Rodriguez Benitez,La Rioja,Chubut,341,3.82,3,0,3,2,0,1
ENV-0146,Nina Lautaro Benjamin Nuñez Castro,Valentina  Renata Hernandez Acuña,La Rioja,Chubut,362,3.47,18,1,5,2,1,10
ENV-0147,Joaquina Muñoz,Juan Martin Lautaro Silva Diaz,Tucuman,CABA,1243,30.22,12,0,4,9,0,2
ENV-0148,Francisco Gomez,Dr(a). Juan Ignacio Garcia,Santiago del Estero,Rio Negro,127,42.44,12,1,0,5,1,5
ENV-0149,Micaela Juan Gabriel Bravo,Sr(a). Tomas Dominguez,San Juan,Santa Cruz,1077,33.91,18,0,4,11,0,2
ENV-0150,Martina Victoria Coronel Ayala,Benjamin Tiziana Ortiz Ruiz,Formosa,Buenos Aires,1066,14.03,10,1,2,1,1,14
ENV-0151,Thiago Nicolas Emanuel Gomez,Sr(a). Thiago Acosta,San Luis,Santiago del Estero,272,3.94,1,0,5,9,0,1
ENV-0152,Thiago Joaquín Ramos,Sr(a). Lautaro Nicolas Fernandez,Misiones,Neuquen,107,8.29,10,1,6,10,0,3
ENV-0153,Sr(a). Amparo Perez,Pilar Benitez,CABA,Chubut,1360,37.84,2,0,2,8,0,2
ENV-0154,Delfina Agustina Romero Gomez,Dr(a). Bruno Sanchez,Rio Negro,Santa Cruz,933,21.0,7,0,2,7,0,2
ENV-0155,Camila Matias Gonzalez,Rosario Camilo Coronel Garcia,Santiago del Estero,Santiago del Estero,171,24.59,10,0,1,7,0,1
ENV-0156,Benjamin Cardozo Lopez,Julia Martinez,CABA,Buenos Aires,72,15.42,7,0,6,5,0,1
ENV-0157,Dr(a). Bautista Guzman,Lorenzo Medina Rodriguez,Chaco,Buenos Aires,997,37.48,6,0,3,9,0,2
ENV-0158,Dante Franco Vega Ramirez,Lola Martin Lopez,Salta,San Juan,360,4.07,2,1,0,8,0,5
ENV-0159,Dr(a). Ludmila Ayala,Lorenzo Gomez Benitez,La Pampa,San Luis,279,28.88,14,1,0,7,1,7
ENV-0160,Bruno Ruiz,Thiago Valentin Delfina Vargas Rodriguez,Cordoba,Santa Cruz,1437,41.69,12,0,3,2,0,2
ENV-0161,Julia Diaz Ramos,Ian Benjamin Sara Maldonado Martinez,San Luis,Mendoza,304,4.39,10,1,1,6,0,5
ENV-0162,Valentina Joaquin Fernandez,Joaquin Ramos Aguirre,Catamarca,Salta,349,26.76,7,1,2,12,0,5
ENV-0163,Dr(a). Thiago Ezequiel Cruz,Dr(a). Santino Ezequiel Morales,Santa Fe,Chubut,880,5.59,9,0,1,10,0,2
ENV-0164,Simon Valentin Morales,Salvador Lautaro Rodriguez Medina,Santa Fe,Catamarca,515,47.59,16,1,6,10,0,7
ENV-0165,Isabella Rivero Rodriguez,Mora Gimenez Medina,Neuquen,Santiago del Estero,164,32.33,20,1,6,11,1,7
ENV-0166,Sr(a). Tomàs Correa,Juan Cruz Agustin Fernandez,Catamarca,Rio Negro,183,31.75,9,0,2,9,1,3
ENV-0167,Tomàs Correa Miranda,Juan Bautista Lopez Martinez,Neuquen,CABA,1084,18.75,10,0,5,2,0,2
ENV-0168,Dylan Ezequiel Pereyra,Sr(a). Guadalupe Avila,Salta,Mendoza,438,29.23,2,1,6,10,0,7
ENV-0169,Renata Romero,Sr(a). Francesco Moreno,La Pampa,Santa Cruz,1591,25.32,2,1,0,6,0,14
ENV-0170,Ignacio Castro Alvarez,Lisandro Ambar Barrios Hernandez,Catamarca,Salta,364,2.44,15,1,4,9,0,5
ENV-0171,Catalina Antonella Avila Sanchez,Valentino Vega,La Rioja,La Rioja,92,19.68,11,0,6,11,0,1
ENV-0172,Josefina Alvarez Arias,Valentina  Milena Ponce,Catamarca,La Pampa,444,28.12,13,1,2,12,0,7
ENV-0173,Sr(a). Mia Valentina Flores,Benjamin Josefina Duarte Romero,Santa Cruz,Chubut,705,4.53,5,1,2,11,0,7
ENV-0174,Santiago Franco,Bautista Juan Gabriel Gomez,Mendoza,Chubut,422,35.59,3,1,4,7,1,11
ENV-0175,Sr(a). Antonella Hernandez,Sr(a). Matias Fernandez,Chubut,Santiago del Estero,404,5.13,14,1,0,6,1,10
ENV-0176,Ludmila Milo Correa,Joaquín Martina Torres,La Pampa,Rio Negro,619,11.71,5,0,0,5,0,2
ENV-0177,Faustino Tomas Cardozo,Francisco Martinez,Chaco,Salta,508,41.84,17,0,5,6,0,2
ENV-0178,Florencia Diaz,Dr(a). Malena Garcia,Santa Cruz,Chubut,772,19.15,6,0,6,12,0,2
ENV-0179,Juan Bautista Flores,Augusto Juan Fernandez,Cordoba,Tucuman,582,2.66,12,0,3,10,0,2
ENV-0180,Isabella Jazmin Torres Maidana,Sr(a). Emilia Coronel,Tucuman,Neuquen,79,26.93,10,1,6,4,1,6
ENV-0181,Tomàs Agustina Rivero Gomez,Augusto Antonio Soria,Neuquen,Neuquen,92,39.02,17,1,1,4,0,3
ENV-0182,Isabella Gimenez,Francesca Catalina Martinez,Chubut,Formosa,183,32.24,12,0,5,9,0,1
ENV-0183,Isabel Giuliana Ferreyra Arias,Martina Bastian Herrera,Jujuy,Catamarca,461,14.0,17,0,6,7,1,3
ENV-0184,Alejo Valentin Cabrera,Benjamin Diaz Fernandez,Neuquen,La Rioja,50,21.04,13,1,1,7,0,3
ENV-0185,Dr(a). Santino Garcia,Juan Ignacio Emma Godoy Rios,La Rioja,Entre Rios,577,16.27,4,1,6,3,1,11
ENV-0186,Santino Barrios Luna,Agustín Silva Muñoz,Rio Negro,Tierra del Fuego,1755,38.06,16,1,4,1,1,17
ENV-0187,Pedro Mora Martinez Ramirez,Bruno Sosa Moyano,Formosa,Corrientes,108,27.67,20,1,0,5,1,4
ENV-0188,Sr(a). Francesca Herrera,Lautaro Gabriel Perez,CABA,Entre Rios,477,32.13,20,1,0,2,0,7
ENV-0189,Benicio Rodriguez Martinez,Thiago Nahuel Ponce Romero,Rio Negro,Santa Cruz,957,1.31,17,0,5,3,0,2
ENV-0190,Lautaro Romero Moreno,Lautaro Gabriel Suarez,Buenos Aires,Santa Cruz,2060,12.41,14,0,5,11,1,5
ENV-0191,Nina Isabella Ramos,Martina Diaz,Catamarca,Salta,459,25.61,17,0,3,8,1,4
ENV-0192,Antonio Josefina Sanchez,Juan Sebastian Molina,La Rioja,Formosa,50,18.18,3,1,1,12,0,3
ENV-0193,Martina Lara Garcia Guzman,Mateo Ezequiel Romero Gomez,Chaco,San Luis,205,7.1,12,1,6,11,1,8
ENV-0194,Lorenzo Camila Benitez Campos,Martin Guillermina Aguirre Blanco,Neuquen,Tierra del Fuego,1892,31.77,5,0,5,8,1,4
ENV-0195,Dr(a). Juan Ojeda,Lorenzo Toledo Lopez,CABA,Corrientes,930,16.12,10,1,6,9,1,13
ENV-0196,Juan Cruz Bautista Dominguez Sanchez,Dr(a). Mateo Acosta,Santa Fe,Corrientes,493,18.17,2,1,2,2,0,7
ENV-0197,Martina Aguero,Mora Lorenzo Godoy Arias,Misiones,Mendoza,232,44.78,13,1,1,8,0,5
ENV-0198,Bautista Godoy Torres,Benjamin Alejandro Felipe Cabrera,La Rioja,Salta,338,40.16,14,0,3,10,0,1
ENV-0199,Martina Rodriguez,Guadalupe Santino Agustin Gonzalez Fernandez,Cordoba,San Juan,395,16.4,3,1,5,5,1,10
ENV-0200,Santino Agustin Torres,Dante Pereyra Ruiz,Cordoba,Tierra del Fuego,2333,17.9,2,1,4,7,1,17
ENV-0201,Valentina Santino Ponce Aguirre,Ian Ezequiel Gomez,Catamarca,Santiago del Estero,123,18.48,6,0,1,10,0,1
ENV-0202,Federico Delfina Cabrera Ledesma,Sofia Fernandez,Neuquen,CABA,1102,3.83,12,1,3,10,1,14
ENV-0203,Facundo Mendoza Acosta,Alma Valentina Martin Velazquez,Santiago del Estero,Neuquen,114,18.91,3,0,4,6,0,1
ENV-0204,Paloma Nicolas Garcia Garcia,Luz Milagros Dylan Godoy,Santa Fe,Formosa,633,48.05,1,0,3,9,0,2
ENV-0205,Bianca Juan Ignacio Diaz Fernandez,Benjamin Castro,San Juan,Chaco,87,38.86,15,0,4,5,0,1
ENV-0206,Valentin Lautaro Nahuel Fernandez Cruz,Josefina Franco Muñoz,Rio Negro,Corrientes,151,7.22,3,1,1,12,0,5
